nbhd_code,UHI2003,UHI2004,UHI2005,UHI2006,UHI2007,UHI2008,UHI2009,UHI2010,UHI2011,UHITREND,Cities_urbanLST_count
detroit_281,5.016309548,5.245617412,7.675958347,6.535099355,6.765129674,7.641256544,6.341813964,7.733263415,7.735916886,2.796539297,2
detroit_282,4.734614243,5.515310947,7.978819778,6.589132985,7.117046466,8.612245058,6.205687325,7.738905358,7.573755861,2.750699479,1
detroit_283,5.03242515,5.12396448,7.559284386,6.633489772,7.031395535,8.062569866,6.489934172,7.66132549,7.066582402,2.506515284,2
detroit_284,5.665452732,4.997890231,7.385081436,6.438953301,6.84409423,7.376001362,6.413908669,7.7466122,7.635646661,2.520274025,1
detroit_285,6.036330974,5.073838029,7.211746434,6.092867922,6.76420675,6.91573601,6.47467505,7.761998536,7.788412487,2.403588816,1
detroit_286,5.911746399,5.102836667,6.773276461,5.606894916,7.004971968,6.694884479,6.567257834,7.704073522,7.709269323,2.611625762,2
detroit_287,6.212800037,4.874822417,7.012741274,5.840385676,6.925794826,6.910871294,6.336043771,7.661881917,7.688772572,2.330359875,2
detroit_288,6.040431776,4.619998,7.116796901,6.086899586,6.95395597,7.404033648,6.230918727,7.562024523,7.286669317,2.226067908,2
detroit_289,5.682168499,4.609071648,7.271554635,6.172002316,7.136844991,7.632448148,6.411336475,7.460161364,6.764189126,2.103560195,2
detroit_290,5.514410569,4.29471475,6.929764495,5.612396669,6.770959455,7.189320182,6.150035638,7.088849727,6.851533016,2.29139342,2
detroit_291,5.868583884,5.118731566,6.6069958,5.696901882,6.479889693,6.550590211,6.212505616,7.282483443,7.719735957,2.326761981,2
detroit_292,5.660971221,5.059993689,6.603082498,5.579496559,6.789897053,6.707360372,6.428426147,7.439727676,7.805241475,2.749139015,2
detroit_293,5.884434639,4.778096946,6.722784798,5.774479346,6.483948147,6.829668474,6.144697082,7.258761121,7.425503929,2.250880564,2
detroit_294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
detroit_295,4.547870413,3.620543757,5.510266093,4.398926934,5.644926327,6.347850215,6.081008268,6.008697726,6.964344469,3.320127627,2
detroit_296,4.4614339,3.335879273,5.34163733,4.533410133,5.546309739,6.194492655,5.607076771,5.890148296,6.615961068,3.078812858,1
detroit_297,4.049137763,2.657972227,4.528983716,4.520255138,5.176683676,5.660417623,4.883211317,5.338085197,6.211937506,3.090025928,4
hochiminh_001,2.021323012,2.113716902,2.824663439,1.502027966,2.008825551,2.712684562,1.373672475,2.650070388,1.997612032,-0.029518132,262
hochiminh_002,4.454164873,4.533575454,5.004901529,4.978555698,4.786350165,5.269564341,4.874529766,4.838628401,5.220719917,0.668607356,20
hochiminh_003,5.398683502,5.591700491,6.191711809,4.745431285,6.28783996,6.366931218,5.642302761,6.108889016,6.206609097,0.884324965,51
hochiminh_004,1.081357833,0.603901683,1.19932028,0.517612052,0.969551497,0.996522052,0.53655183,0.701513099,0.464724094,-0.503387935,445
hochiminh_005,-3.786268083,-3.658117747,-4.888377182,-3.322007641,-4.170027738,-4.442128184,-3.102842758,-4.384399254,-3.8542592,2.32E-05,491
hochiminh_006,5.168418473,5.801070468,5.94442237,5.893250608,6.71934139,6.935988485,6.251655025,5.841202024,7.138768636,1.609833085,20
hochiminh_007,2.098955152,2.001910048,2.721645112,1.923856344,2.287319049,2.496448578,1.951836299,2.169660255,2.192866524,-0.014688214,108
hochiminh_008,-0.681861672,-0.246870331,-0.684287605,0.284312493,-0.312429211,-0.168099765,-0.467758719,-0.156206564,-0.259732669,0.323525471,92
hochiminh_009,6.771602324,7.303463769,7.310780445,7.293503501,7.318671088,8.238041093,7.062112997,6.733384929,7.721459389,0.422732406,6
hochiminh_010,7.261556127,7.701158702,7.474557184,7.35525339,7.412391469,7.874791682,6.689967701,6.704967154,7.870154891,-0.267303377,5
hochiminh_011,8.002441041,8.256949538,8.052346649,7.994416949,8.574928462,9.28451149,7.911729079,7.963109697,8.729403421,0.5058649,4
hochiminh_012,3.274871327,3.781463406,3.985534627,3.727042851,4.443346964,4.839822101,4.144900573,4.042291881,4.992312619,1.513960289,60
hochiminh_013,5.898245336,5.792233137,6.00631604,6.066505204,5.405366688,5.950809262,5.324326438,4.896738734,5.626438423,-0.875564335,9
hochiminh_014,2.161014047,2.539533429,3.045729815,2.95559741,2.805921108,2.720076657,2.714133169,3.549204536,3.427986373,1.199698097,45
hochiminh_015,6.826613478,6.948099005,6.92096039,6.860690573,6.370971506,6.94155112,6.234520745,5.782524989,6.801387332,-0.814940896,5
hochiminh_016,5.672370416,5.670552635,5.841661111,5.905815767,5.189612073,5.659726719,4.926498737,4.695168379,5.33562157,-1.058260325,4
hochiminh_017,7.372497911,7.360351755,7.173170866,7.318983535,7.191055124,7.822769425,6.177177802,6.87325958,7.464509102,-0.430238667,3
hochiminh_018,7.743553509,7.585965232,7.646020458,7.444530001,7.728890413,8.45262434,7.635872106,7.781557464,8.105637832,0.503818604,8
hochiminh_019,3.362093496,3.603697261,3.680728978,3.876722618,3.582062381,3.612088931,3.032630277,3.938435839,3.780383361,0.186090684,32
hochiminh_020,4.827939846,4.931960228,5.17573544,4.957028877,5.047608417,5.692029065,4.433693558,5.506517745,5.445854682,0.57437472,20
hochiminh_021,0.976852235,1.25588673,1.064184383,1.285499363,0.986407099,0.291050346,0.891892975,1.354416226,1.407926499,0.113475619,107
hochiminh_022,6.501156005,7.469051558,7.359522158,7.280757274,8.18877323,8.880693666,7.529288787,7.431024924,8.500520541,1.637141315,24
hochiminh_023,6.901887166,7.499496124,7.558934519,7.121501461,8.432012047,8.915618718,7.917196565,7.654310126,8.517380329,1.572842668,17
hochiminh_024,3.939241331,4.423809858,4.631355927,4.302364964,4.662863756,4.316826255,4.511331478,5.143313307,5.017958112,1.041298311,49
istanbul_001,-2.961297939,-3.287792713,-3.04549146,-3.629816098,-3.251353392,-3.097779468,-2.912666082,-3.086105872,-3.4671343,-0.103432922,10
istanbul_002,0.200832023,0.176832581,-0.13328432,0.076647779,0.166098441,0.604616235,0.116017565,0.222889267,0.20124706,0.194400405,653
istanbul_003,3.394129386,3.39541039,3.857168644,3.829285583,4.149420699,3.936446779,4.739306823,4.270678939,4.404188437,1.422913234,31
istanbul_004,1.564514212,1.402040697,1.417571116,1.66915351,2.51529908,1.503990132,2.133279433,1.824917465,2.13527517,0.802987899,44
istanbul_005,4.690081952,3.440476704,4.555169946,4.843379756,4.803086912,4.449204728,5.619484619,6.42648087,5.300320178,2.188903287,24
istanbul_006,4.057536756,3.49562348,4.382149584,4.658713338,4.651629618,4.198451397,5.48254926,6.132368092,5.089269067,2.296283415,18
istanbul_007,2.979487795,2.773156472,2.556618593,3.528423867,3.722407788,3.211608827,4.181388334,4.272287762,4.057730238,1.957181347,49
istanbul_008,2.604766893,2.3706541,2.527808867,2.553950716,3.121551264,2.624339703,3.004717894,3.056076738,2.662998254,0.5522334,116
istanbul_009,4.220433191,3.675846827,4.079162148,3.784224154,4.376024367,4.106364184,5.151078845,5.240431232,5.125242341,1.796493873,11
istanbul_010,0.963041172,1.326910923,1.013398287,1.229685078,1.33589158,1.481283743,2.151954709,1.567287432,1.581666554,0.954057094,32
istanbul_011,-1.25295464,-1.244307558,-0.945134724,-1.542593638,-1.165405718,-1.101736991,-0.957467028,-1.069587399,-1.044201088,0.295894454,386
istanbul_012,2.725605861,2.627881648,2.127673109,2.81496726,3.472594071,2.527193048,3.117970608,2.832135528,3.055872647,0.604441595,53
istanbul_013,1.306402936,2.054972931,1.60701098,1.697808101,2.202718115,2.227217599,3.083576504,2.723751611,2.360820614,1.617757883,12
istanbul_014,1.35407331,1.746090129,1.458336483,1.740085033,2.455686623,1.638696572,1.678806213,1.996705732,1.914944035,0.555813451,165
istanbul_015,-0.401122429,-0.247855578,-0.557289298,-0.382585765,-0.695398305,-0.54233053,-0.490531385,-0.300855843,-0.437167208,-0.054901475,1227
istanbul_016,-0.497268122,-0.747389046,-0.637700975,-0.376342829,-0.488779557,-0.491769243,-0.19355136,-0.181102673,-0.42140369,0.462531611,175
istanbul_017,4.051293766,3.133501584,3.949517997,3.790476329,4.421092622,3.890369542,4.974727444,5.285271412,4.53323947,1.755567401,21
istanbul_018,2.819836874,2.899364407,3.057196178,2.904737996,3.83308397,3.084755172,3.605930654,3.762085053,3.582239866,1.152543339,54
istanbul_019,-0.402070603,-0.318653843,-0.238986404,-0.623124351,-0.461753626,-0.188672579,-0.573283033,-0.585108041,-0.383617451,-0.159948579,275
istanbul_020,1.474521797,1.796845977,1.102303414,1.693022406,2.138751079,1.96693899,2.75290661,2.306163661,2.016323724,1.211713956,30
istanbul_021,2.87873096,2.553992151,2.775931881,2.577391565,3.337123594,3.149683638,3.549519959,3.712050389,3.603998465,1.415785494,8
istanbul_022,4.366600891,3.488016803,4.487078891,4.627078421,4.830637248,4.21410256,5.501959581,6.242102337,5.146897498,2.166704758,8
istanbul_023,2.570989948,2.549004189,2.582616524,2.817750751,2.982081866,2.960059695,3.834895318,2.906454152,3.425339032,1.18943546,33
istanbul_024,2.218518238,2.556707112,2.822810417,2.059231271,2.633989384,2.796663266,2.967495583,2.799879762,2.7755855,0.664098221,19
istanbul_025,2.515122306,2.117345929,2.149274216,2.630503114,2.776959955,2.60242299,3.515392991,2.769625805,3.19722858,1.231570358,54
istanbul_026,3.29979394,2.917180304,3.289480581,3.213340651,4.017682081,3.34015947,3.907252354,4.210533387,3.882004339,1.261877202,44
istanbul_027,2.641439409,2.532898349,2.660573894,2.897911823,3.199471134,2.947675123,3.773633374,3.228914569,3.455483266,1.270017725,65
istanbul_028,1.074655007,0.646024729,0.796435736,1.130657575,1.433283976,1.540903091,1.592891909,1.030682546,1.367874047,0.721667912,241
istanbul_029,1.542612347,1.116242258,1.806933345,2.030232131,2.116345515,1.994826057,2.690748875,2.224524149,2.05556224,1.184811705,72
istanbul_030,-1.561251835,-1.301260598,-1.090408086,-1.525200923,-1.459296434,-1.275539491,-1.51353612,-1.510290755,-1.302023074,-0.031128344,176
istanbul_031,-1.060946717,-0.910053038,-0.928387668,-1.001340724,-1.057354999,-0.615973377,-0.795786214,-0.887543634,-0.868313465,0.248105246,869
istanbul_032,2.116915604,1.915365592,2.324390864,2.256718811,2.186007973,1.182583167,1.758064781,1.744336585,1.778958305,-0.678617338,817
istanbul_033,0.943485439,1.45023779,1.477292549,0.890863126,1.282724386,1.428802329,1.723391469,1.552539111,1.477791559,0.579044248,38
istanbul_034,2.971370475,2.377803462,2.99908256,3.517791025,3.614804157,3.685694832,4.249866753,3.41672103,3.597202111,1.381591907,36
istanbul_035,0.896769422,0.515683579,1.041693073,0.742869196,1.826352381,1.486637172,1.320323832,1.427946152,1.166810662,0.852997029,42
istanbul_036,3.020249896,2.426710812,2.476899669,2.926530248,3.186606377,3.108990203,3.328538902,2.381827708,3.022972261,0.293663095,143
istanbul_037,1.849850811,2.000855227,2.626552362,2.277789629,2.370073077,2.321458115,3.116099358,2.575019065,2.500456067,0.891279169,54
istanbul_038,1.020597697,1.220399885,1.896253357,1.202390803,1.509899939,1.614662493,2.402285247,1.290523501,1.617468558,0.67036496,25
istanbul_039,3.164572841,3.245087285,2.933461064,3.481362988,3.980697162,3.500558988,4.446296662,4.2733664,4.330304899,1.798772129,16
jakarta_001,2.979689922,2.94330692,2.763556664,2.867134021,3.02650432,3.338379349,2.775541429,3.727059463,3.150450216,0.588252277,41
jakarta_002,4.517389343,4.947851204,5.50915828,4.918001447,5.085635219,5.334634749,4.786730147,5.924564583,4.67787055,0.423973667,5
jakarta_003,1.960058178,2.662397958,2.485072026,2.421737428,2.249305151,1.980443936,2.492059271,4.256192912,2.560680115,1.126092268,25
jakarta_004,2.965238905,3.538641549,3.197700894,2.914022173,3.530921565,3.183548271,2.841180073,1.260009393,2.307930312,-1.651441064,19
jakarta_005,0.659494465,0.45461251,0.403849121,-0.152492874,0.090682878,0.827055638,0.303190459,0.626809053,0.441130573,0.070227542,42
jakarta_006,1.720451625,1.258048023,1.157887768,1.831185151,1.960688588,1.234178221,1.592528878,-0.336089431,1.423754953,-0.949487293,27
jakarta_007,2.582049656,2.784544099,2.863765479,2.842672008,3.385075498,2.811607542,2.794016896,1.71570966,2.772232469,-0.436055616,15
jakarta_008,4.101158428,4.478147331,4.180220648,4.392612148,4.818729886,4.497872781,3.769905779,4.953630764,4.140192269,0.144536093,22
jakarta_009,4.165946587,4.715635763,4.957018136,4.249270958,4.499822363,4.595834957,4.339966842,5.786964726,4.028589495,0.296169989,6
jakarta_010,3.94802455,4.568445881,4.61961369,3.751465554,4.174345583,4.176575685,4.000117438,5.946278771,3.813601375,0.463653933,11
jakarta_011,1.54719659,2.420581973,2.256768336,2.183804561,2.644487286,2.146386859,2.127019878,1.744404382,1.411908001,-0.477766958,22
jakarta_012,4.495431059,4.9433026,4.483562433,4.68141612,5.30167725,4.821121146,4.004649277,5.295742951,4.160675022,-0.183304064,10
jakarta_013,4.663173826,5.042027836,5.710730685,5.218979137,5.382447568,5.528388205,5.143119897,6.408137766,4.836659721,0.66107681,3
jakarta_014,1.406136268,1.750561131,1.474091631,1.835290375,1.395017182,1.264664242,1.839758417,3.257059792,2.025659343,1.193049287,29
jakarta_015,3.595841421,4.710201189,3.553274028,3.64067014,4.671875494,3.938736972,3.48102072,2.985641941,2.641152586,-1.473145478,13
jakarta_016,3.477140086,4.568063249,3.747247697,3.644054085,4.456173463,3.993444248,3.376754249,4.634902443,2.958293218,-0.377744437,18
jakarta_017,3.779268378,4.519021658,4.423493505,3.833776355,4.229850668,4.133708086,3.832869523,5.784235467,3.624924295,0.38282481,19
jakarta_018,3.829047738,3.987876626,3.857147785,3.262542435,3.640427516,4.013211443,3.394528261,4.756223412,3.599569006,0.202092565,17
jakarta_019,3.918654584,4.301692924,4.899910677,3.985857992,3.863444137,4.425692555,4.032072362,4.747552458,3.793874209,-0.076230828,7
jakarta_020,3.011867288,3.749201277,3.381564624,3.405744438,3.328950708,3.198466219,3.063901691,4.869630906,2.962286374,0.386726858,25
jakarta_021,2.633571763,2.953086902,2.77990218,2.107295067,2.146466109,3.049934973,2.325877008,3.387428716,2.623117924,0.215966608,9
jakarta_022,3.097289241,3.675771516,3.426163866,3.42922367,4.103690199,3.481728061,3.266665659,3.162519235,3.136882457,-0.274646,12
jakarta_023,2.95652314,3.363708333,2.57273293,3.284886247,3.675962153,2.911930023,2.572018629,2.574565227,2.920105653,-0.481247349,22
jakarta_024,3.840966417,4.482607733,3.648348001,3.804589714,4.732625786,4.063003797,3.513775875,2.603561699,2.627014253,-1.750612821,8
jakarta_025,4.543365219,4.951121665,5.069359651,4.87393909,5.456715836,5.323441452,4.72268293,6.280197456,4.591693705,0.65611504,5
jakarta_026,4.008540812,4.7887655,4.571700864,4.248041328,4.869605935,4.640413818,4.260264626,5.653607126,3.703409947,0.190583572,8
jakarta_027,0.452080578,0.912381404,0.722901498,0.237372172,-0.154074011,0.59945104,0.353029733,0.949675331,0.367433922,-0.100728251,16
jakarta_028,4.229222697,4.954931066,4.738114683,4.122772382,4.568514911,4.627013923,4.043659289,6.023517013,3.873832062,0.149921009,8
jakarta_029,4.047171834,4.160299086,3.98295502,3.947869837,4.806333458,4.160944266,3.687204028,3.004521561,2.707323227,-1.534192426,9
jakarta_030,2.772308609,3.133261688,3.159156472,2.689335694,3.442700479,2.918585854,2.878500574,3.317470021,2.196397845,-0.347179949,22
jakarta_031,2.232947535,3.193092493,3.141519985,2.979906528,3.708796601,3.069750542,2.909021011,2.338633519,2.765030255,-0.135033329,15
jakarta_032,-0.637084158,-0.148272916,-0.041871051,-0.490793896,-0.678869526,-0.624523107,-0.598603375,0.244089998,-0.614479623,0.003385504,36
jakarta_033,3.203592834,4.495419992,3.215023742,3.553821037,4.294241343,3.60032651,2.974922309,4.139252426,2.561729258,-0.678275733,11
jakarta_034,4.435041794,4.804635707,4.819139957,4.40313585,4.916245087,5.104360772,4.107747261,5.543054076,4.537020674,0.316935026,17
jakarta_035,3.403930386,3.901396159,4.484964238,3.446368122,3.456632548,3.731851422,3.472244835,4.535456136,3.375501067,0.008084525,5
jakarta_036,4.434241648,4.859710354,5.371118616,4.821530667,5.120179783,5.168354825,4.850672943,6.193198449,4.422443799,0.54320095,3
jakarta_037,3.818106961,4.734756178,3.43130239,3.96002938,4.806140311,4.241769743,3.689266281,4.145171276,2.956559467,-0.736212756,11
jakarta_038,3.466619792,3.994075762,4.384231647,3.384430889,3.500665399,3.686199228,3.425684704,4.813053337,3.476274822,0.14670455,6
jakarta_039,3.742165187,4.242130133,4.459723154,3.453742827,3.784256368,3.977362367,3.666231763,5.385704532,3.68717335,0.357898768,4
jakarta_040,3.76926156,4.82857013,3.898094215,3.887320545,4.539772459,4.240236293,3.555761298,4.724803147,3.069633879,-0.573593627,9
jakarta_041,2.366693667,2.85621994,2.805927299,2.114192692,1.65588554,2.456768529,2.202026851,2.793195978,2.276388435,-0.235919646,20
jakarta_042,4.343705257,4.722606749,4.104956585,4.510151578,5.277230622,4.697241216,4.039176443,4.624413717,3.362380654,-0.694058026,9
Johannesburg_1,0.391237028,1.280299012,0.766730875,0.799140753,0.929780928,1.62347815,0.69794211,0.525396243,1.372867898,0.391429173,7
Johannesburg_10,0.568729332,0.836583925,0.487095632,1.236680635,1.430191545,1.36425592,1.138093182,1.147996125,1.335253653,0.904984045,13
Johannesburg_100,-0.031495241,0.449654648,0.390301296,0.261125293,0.308581769,0.145523325,0.509907545,0.386921194,0.314414161,0.219841296,21
Johannesburg_101,-1.409562517,-0.466563259,-0.310206721,-0.439309469,-0.831594109,-0.382684248,-0.069047683,-0.290444245,-0.193251413,0.988757459,15
Johannesburg_102,-2.097235537,-1.10106947,-0.992507504,-0.757507552,-1.403078104,-0.79229079,-0.541730132,-0.754378336,-0.64857453,1.283581489,19
Johannesburg_103,-2.186685406,-1.300997384,-0.880418548,-0.85529135,-1.4743953,-0.958021664,-0.783118456,-0.938187144,-0.93578625,1.030649536,24
Johannesburg_104,-1.69275097,-0.768223478,-0.57358429,-0.45498217,-1.111738892,-0.431006199,-0.175410836,-0.391316995,-0.372851839,1.205106475,20
Johannesburg_105,-0.019346496,0.230593976,0.722609934,0.535582994,-0.014725153,0.246470341,0.360224238,0.6031079,0.346509468,0.261180264,3
Johannesburg_106,-1.170964092,-0.585172309,0.019084701,-0.062270425,-0.784841481,-0.206977227,-0.035785435,-0.032558194,-0.302467432,0.812896985,30
Johannesburg_107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Johannesburg_108,0.394589249,0.749228943,1.36507084,1.254373511,0.593673297,1.062899941,1.098956608,1.292846327,1.137488315,0.64645773,2
Johannesburg_109,-0.581564565,-0.239380717,0.371667935,0.182631929,-0.442658602,-0.108149763,-0.063965386,0.080529775,-0.099756309,0.287486028,12
Johannesburg_11,1.111572615,1.398826182,1.010555713,1.781030787,1.407389886,1.716893221,1.657415701,1.5479594,1.730551561,0.692149641,8
Johannesburg_110,0.094244488,0.135053134,0.726332774,0.480519278,-0.121903786,-0.210478438,-0.147136149,0.139277126,-0.319086846,-0.67976482,39
Johannesburg_111,0.291050993,0.511443359,1.066902539,1.078705044,0.52340893,0.455945422,0.575401124,1.105429479,0.623731162,0.251152764,4
Johannesburg_112,-0.053179975,0.154973903,0.462857767,0.319571509,-0.049263615,0.139899291,-0.060428514,0.366733864,-0.522113416,-0.411116444,59
Johannesburg_113,0.546891624,0.820820115,0.91613735,0.910920838,0.723205738,0.735781801,0.874239919,1.019403892,0.310595682,-0.101394389,18
Johannesburg_114,-0.879179124,-0.384429698,-0.242066899,-0.517055743,-0.641975998,-0.67760875,-0.285659801,-0.479993728,-0.266500378,0.31938068,19
Johannesburg_115,-0.833559732,-0.044924171,0.304179925,0.161195393,-0.328884098,0.051279568,0.444664564,0.297048027,0.196391613,0.886129238,18
Johannesburg_116,0.349125638,0.708910215,1.308913703,1.121935012,0.477717076,0.864524256,0.927179434,1.185225552,0.928888213,0.454519503,1
Johannesburg_117,-3.163555558,-1.891814058,-2.207026985,-1.592316494,-2.301577906,-1.750973655,-1.377934905,-1.682181834,-1.435523137,1.506758893,12
Johannesburg_118,-1.824908849,-1.125062175,-1.24349398,-0.882150112,-1.363392786,-0.965239119,-0.732995939,-0.895395939,-0.927569073,0.869377481,11
Johannesburg_119,0.153710124,-0.334926426,-0.900807609,-0.102999261,-0.474801586,-0.244354919,-0.071184711,-0.318868297,0.077582016,0.210258682,20
Johannesburg_12,1.059702042,1.507915236,1.23940428,2.063335444,1.597878454,2.043518308,1.82696031,1.849390885,2.072849874,1.038718867,2
Johannesburg_120,0.495702431,0.395204927,0.047081392,0.452275421,0.944869124,0.715428533,0.310969724,0.400560129,0.850199953,0.370830912,24
Johannesburg_121,0.497159337,-0.065093535,0.0305891,-0.058799609,0.800723687,0.671184969,0.15705598,0.281728004,0.607426306,0.410741805,54
Johannesburg_122,0.13233847,-0.518205924,-0.940487331,-0.321115375,-0.37042214,-0.319213515,-0.259845523,-0.521531149,-0.018020448,0.125295688,71
Johannesburg_123,-2.713389105,-1.212889266,-1.574476397,-1.220354347,-1.856423118,-1.350909441,-1.048488838,-1.1201653,-1.364859472,1.098951742,2
Johannesburg_124,-1.41234274,-0.504037605,-0.777087823,-0.334870849,-0.913400296,-0.502095202,-0.336244666,-0.503978854,-0.063302117,1.018466784,22
Johannesburg_125,-0.622530652,-0.949174402,-1.273149141,-0.624609221,-1.134832804,-0.88340144,-0.650149148,-0.886805849,-0.354158411,0.374633732,37
Johannesburg_126,-1.519451088,-0.663749329,-0.889174846,-0.512424687,-1.179947139,-0.884831169,-0.338217896,-0.585721573,-0.45118624,0.872775013,13
Johannesburg_127,-1.065378412,-0.347873391,-1.211190811,-0.867993406,-1.139549228,-0.98700862,-0.665953111,-0.973412068,-0.453079809,0.257339761,19
Johannesburg_128,-0.087560776,-0.093822014,-0.653869573,-0.618378896,-0.572816154,-0.604311981,-0.237834824,-0.389906468,-0.14460601,-0.045049647,6
Johannesburg_129,0.391099929,0.550772842,0.112492375,0.596501984,0.206984491,0.349533063,0.548773076,0.755597083,0.676779313,0.397130457,6
Johannesburg_13,0.601555409,0.886779688,0.570183562,1.27571971,1.212144826,1.447549569,1.308684666,1.472491111,1.332334836,1.054847341,7
Johannesburg_130,0.655284746,0.883400887,0.712426264,1.200457793,0.801732857,1.1641415,1.169296424,1.442367874,1.251166228,0.822975153,2
Johannesburg_14,0.710941926,1.038509046,0.823818936,1.421822521,1.031470053,1.448651872,1.399447147,1.553928311,1.464581521,0.956483658,6
Johannesburg_15,1.067095225,1.726056377,1.272692397,2.170738202,1.465734046,2.069499635,1.959404369,2.051556148,2.335844564,1.220613674,2
Johannesburg_16,0.994855633,1.614725289,1.229707669,2.083326454,1.418720281,2.0741444,1.862722197,2.022435726,2.221246732,1.230923785,2
Johannesburg_17,1.079684318,1.223003463,0.634054685,1.490093563,0.995304216,1.281458351,1.386202198,1.245526556,1.442596952,0.469146605,4
Johannesburg_18,0.96951166,1.011673002,0.351181437,1.026014108,0.518159903,0.739726471,1.082436536,0.818123162,1.1263723,0.203835934,7
Johannesburg_19,0.819885938,1.414685134,0.787328216,1.665178525,0.971583115,1.447083974,1.600266214,1.55549751,1.775906751,0.942383638,4
Johannesburg_2,0.595165083,1.590130225,0.893612779,1.297745101,1.340529608,1.624068864,0.947197158,0.951048797,1.44424361,0.318760391,6
Johannesburg_20,0.772569905,1.484637975,1.027254904,1.81372653,1.220000794,1.787070468,1.546196637,1.992806948,1.966753375,1.218744701,3
Johannesburg_21,0.942104077,1.698125212,1.043400115,1.851688158,1.392781332,1.978060602,1.607018587,2.049663479,2.280929579,1.277254366,3
Johannesburg_22,0.828963484,1.353797414,0.60029393,1.307571822,0.608285845,0.955251058,1.428191706,1.145694601,1.487283717,0.552074547,4
Johannesburg_23,-0.899500481,-0.721158544,-0.928013016,-0.567587032,-0.851551237,-0.975933386,-0.713287631,-1.12431986,-0.397027112,0.136918991,60
Johannesburg_24,0.836884496,0.683007953,0.034557861,0.601923741,0.097818484,0.393316622,0.78924982,0.30977287,0.894555371,0.068625842,14
Johannesburg_25,0.529674651,0.872281498,0.267299199,0.900852643,0.215694887,0.731849777,1.067587826,0.829341207,1.399736455,0.797166789,5
Johannesburg_26,-0.218873126,-0.000625531,-0.426623217,0.431387071,-0.349827727,0.258986942,0.32094858,0.263399918,0.924066583,1.114429775,2
Johannesburg_27,-1.076615348,-0.797570656,-1.334674992,-0.339699108,-1.250216575,-0.699615235,-0.630564315,-0.644178749,-0.015683862,0.958701149,2
Johannesburg_28,-0.266392585,0.09207385,-0.312685547,0.58030588,-0.215646583,0.406055484,0.381892771,0.511212591,1.212928663,1.398267909,3
Johannesburg_29,-1.034463984,-0.628594188,-1.218765905,-0.258970936,-0.991074139,-0.668569286,-0.592064653,-0.425441155,0.206396386,1.069450789,5
Johannesburg_3,0.168799722,1.21498275,0.499719933,0.538186572,0.891624326,1.385851833,0.472047738,0.186818017,0.950813894,0.139313893,6
Johannesburg_30,0.236263957,0.69045949,0.260337146,1.034989244,0.250647265,1.015628453,0.976822252,1.122289848,1.757842776,1.465902629,3
Johannesburg_31,0.042368323,0.542405648,0.071887613,0.935069925,0.153871091,0.867347614,0.748214989,1.01458102,1.605067948,1.492042843,2
Johannesburg_32,-0.416243759,-0.603421371,0.083480722,-0.433907131,-0.608459751,-0.873792315,-0.690523144,-0.270642807,-0.629431431,-0.307051319,62
Johannesburg_33,0.724127235,1.476776665,0.749936994,1.638655469,0.96285408,1.574950423,1.571957628,1.713847466,1.995806085,1.229710671,4
Johannesburg_34,0.774598662,1.54154379,0.66598085,1.527223101,1.002662035,1.597875203,1.499199069,1.841968364,2.018556063,1.269031978,4
Johannesburg_35,0.534078432,1.420204014,0.486106589,1.36293307,0.797227973,1.46407728,1.459035988,1.678226918,1.946979954,1.412112968,2
Johannesburg_36,0.438216412,1.360632252,0.458092416,1.319473918,0.704451548,1.407967443,1.488357428,1.580391864,1.861823204,1.417121592,2
Johannesburg_37,0.43445953,1.249150837,0.402851528,1.258758623,0.527811517,1.171869047,1.338460125,1.326326016,1.675228577,1.163154891,3
Johannesburg_38,0.231673199,1.111269073,0.243791748,1.176335642,0.431409762,1.230932084,1.273237179,1.326553595,1.672104464,1.420177655,4
Johannesburg_39,0.175335029,0.89519662,0.147495032,1.098927528,0.354068372,1.044375568,0.922715212,1.199347903,1.538232865,1.309988932,5
Johannesburg_4,-0.134493015,0.718746979,0.229166884,0.283247306,0.766912976,1.068384799,0.232217935,-0.075113752,0.674888596,0.274530641,7
Johannesburg_40,-0.21174122,0.394119733,-0.376554698,0.540411025,-0.049647551,0.365925667,0.254032299,0.597164856,0.74372872,0.919617294,1
Johannesburg_41,0.17556678,0.858121775,-0.006676239,0.982455311,0.338568057,0.893417743,0.857872212,1.040207635,1.223974438,1.063324591,2
Johannesburg_42,0.269209311,1.041108477,0.175467484,1.135674773,0.545775694,1.19470146,1.258298445,1.245801303,1.454574401,1.263371241,2
Johannesburg_43,-0.247948134,0.392898811,-0.468826934,0.426628048,-0.014009271,0.449291753,0.497026386,0.516522795,0.555759203,0.923345274,3
Johannesburg_44,-0.410153352,0.000744853,-0.704469827,-0.177613547,-0.543052458,-0.217658525,-0.18664435,-0.276368945,-0.020074465,0.287430022,6
Johannesburg_45,0.13097759,0.794342417,0.033147564,0.841827548,0.347345696,0.919155941,0.95145897,0.893671164,1.012151778,0.9561057,2
Johannesburg_46,0.960949406,1.626667384,0.766085784,1.582105562,1.103591248,1.59426089,1.493540676,1.892176096,1.928034534,1.021988627,3
Johannesburg_47,0.408824019,1.074117276,0.330263366,1.070001043,0.549276968,1.061603904,1.125258757,1.193699298,1.317383532,0.929096294,4
