ID WHO city,Region,iso3,Country,City/Town,"PM10 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"PM2.5 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality
117,Eur HI,BEL,Belgium,ANDENNE,18,2013,"1 station, background, rural",measured data,13,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
118,Eur HI,BEL,Belgium,ANTWERPEN,27,2013,"6 stations, background, urban",measured data,17,2013,"4 stations, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
119,Eur HI,BEL,Belgium,BERENDRECHT,26,2013,"1 station, background, suburban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
120,Eur HI,BEL,Belgium,BERTRIX,15,2013,"1 station, background, rural",measured data,10,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
121,Eur HI,BEL,Belgium,BOOM,25,2013,"1 station, background, urban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
122,Eur HI,BEL,Belgium,BRUGGE,25,2013,-,converted from PM2.5,17,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
123,Eur HI,BEL,Belgium,BRUSSELS,26,2013,"6 stations, background, suburban",measured data,18,2013,"5 stations, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
124,Eur HI,BEL,Belgium,CHARLEROI,23,2013,"4 stations, background suburban, traffic, urban",measured data,15,2013,"4 stations, background suburban, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
125,Eur HI,BEL,Belgium,CHATELET,21,2013,"1 station, background, suburban",measured data,14,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
126,Eur HI,BEL,Belgium,CORROY LE GRAND,20,2013,"1 station, background, rural",measured data,15,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
127,Eur HI,BEL,Belgium,DESSEL,22,2013,"1 station, background, rural",measured data,15,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
128,Eur HI,BEL,Belgium,DESTELBERGEN,25,2013,"1 station, background, suburban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
129,Eur HI,BEL,Belgium,ENGIS,31,2013,"1 station, industrial, suburban",measured data,17,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
130,Eur HI,BEL,Belgium,EVERGEM,30,2013,"1 station, industrial, suburban",measured data,19,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
131,Eur HI,BEL,Belgium,GENK,26,2013,"1 station, industrial, urban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
132,Eur HI,BEL,Belgium,GENT,30,2013,"2 stations, background, urban",measured data,19,2013,"2 stations, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
133,Eur HI,BEL,Belgium,HABAY LA NEUVE,15,2013,"1 station, background, rural",measured data,11,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
134,Eur HI,BEL,Belgium,HASSELT,24,2013,"1 station, background, suburban",measured data,18,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
135,Eur HI,BEL,Belgium,HERSTAL,20,2013,"1 station, background, urban",measured data,13,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
136,Eur HI,BEL,Belgium,HOBOKEN,28,2013,"1 station, background, suburban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
137,Eur HI,BEL,Belgium,HOEVENEN,26,2013,"1 station, industrial, suburban",measured data,18,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
138,Eur HI,BEL,Belgium,LANDEN,23,2013,"1 station, background, rural",measured data,15,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
139,Eur HI,BEL,Belgium,LIEGE,22,2013,"3 stations, background, suburban",measured data,15,2013,"3 stations, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
140,Eur HI,BEL,Belgium,MECHELEN,25,2013,"1 station, background, suburban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
141,Eur HI,BEL,Belgium,MENEN,27,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
142,Eur HI,BEL,Belgium,MOERKERKE,24,2013,"1 station, background, rural",measured data,16,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
143,Eur HI,BEL,Belgium,MONS,28,2013,"1 station, background, suburban",measured data,16,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
144,Eur HI,BEL,Belgium,OOSTROZEBEKE,31,2013,"1 station, industrial, rural",measured data,21,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
145,Eur HI,BEL,Belgium,RETIE,22,2013,-,converted from PM2.5,15,2013,"1 station, background, rural",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
146,Eur HI,BEL,Belgium,ROESELAERE,28,2013,"2 stations, background, suburban",measured data,19,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
147,Eur HI,BEL,Belgium,SAINTE-ODE,13,2013,"1 station, background, rural",measured data,9,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
148,Eur HI,BEL,Belgium,SERAING,25,2013,"1 station, industrial, suburban",measured data,16,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
149,Eur HI,BEL,Belgium,SOMME-LEUZE,16,2013,"1 station, background, rural",measured data,11,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
150,Eur HI,BEL,Belgium,STEENOKKERZEEL,25,2013,"1 station, background, suburban",measured data,17,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
151,Eur HI,BEL,Belgium,TOURNAI,21,2013,"1 station, background, rural",measured data,14,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
152,Eur HI,BEL,Belgium,VEURNE,24,2013,"1 station, background, rural",measured data,16,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
153,Eur HI,BEL,Belgium,VIELSALM,13,2013,"1 station, background, rural",measured data,9,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
154,Eur HI,BEL,Belgium,VILVOORDE,27,2013,"1 station, traffic, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
155,Eur HI,BEL,Belgium,VIROINVAL,15,2013,"1 station, background, rural",measured data,10,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
156,Eur HI,BEL,Belgium,ZELZATE,30,2013,"1 station, industrial, suburban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
157,Eur HI,BEL,Belgium,ZWEVEGEM,27,2013,"1 station, background, suburban",measured data,18,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
158,Eur HI,BEL,Belgium,ZWIJNDRECHT,29,2013,"1 station, industrial, suburban",measured data,20,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
159,Sear,BTN,Bhutan,Thimphu,78,2012,"4 stations, Mixed (residential, commercial or both), and Sensitive area (hospitals, schools, or sensitive ecosystem)",measured data,43,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Brief report on air quality status over 2011-2012, Climate Change Division, National environment commission, 2017"
160,Amr LMI,BOL,"Bolivia, Plurinational States of",Cochabamba,60,2014,"3 stations, Urban",measured data,32,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Contaminacion Atmosferica, Gestion 2014, RED MoniCA"
161,Amr LMI,BOL,"Bolivia, Plurinational States of",La Paz,82,2013,"1 station, Urban",measured data,44,2013,-,converted from PM10,PM10: NA; PM2.5:NA,Air Quality Standards for Particulate Matter (PM) at high altitude cities.
162,Eur LMI,BIH,Bosnia and Herzegovina,SARAJEVO,50,2010,"1 station, background urban",measured data,30,2010,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
163,Eur LMI,BIH,Bosnia and Herzegovina,TUZLA,106,2010,-,converted from PM2.5,65,2010,"2 stations, traffic urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
164,Amr LMI,BRA,Brazil,"Americana, REGIÃO METROPOLITANA DE CAMPINAS",36,2014,"1 station, NA",measured data,16,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
165,Amr LMI,BRA,Brazil,"Araçatuba, INTERIOR DO ESTADO",34,2014,"1 station, NA",measured data,16,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
166,Amr LMI,BRA,Brazil,"Araraquara, INTERIOR DO ESTADO",34,2014,"1 station, NA",measured data,16,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
167,Amr LMI,BRA,Brazil,Araucária,31,2012,"3 stations, commercial and industrial",measured data,14,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
168,Amr LMI,BRA,Brazil,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA",28,2014,"2 stations, NA",measured data,13,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
169,Amr LMI,BRA,Brazil,"Bauru, INTERIOR DO ESTADO",29,2014,"1 station, NA",measured data,13,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
170,Amr LMI,BRA,Brazil,"Campinas, REGIÃO METROPOLITANA DE CAMPINAS",35,2014,"1 station, NA",measured data,16,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
171,Amr LMI,BRA,Brazil,"Campos, REGIÃO DO NORTE FLUMINENSE",26,2014,-,converted from PM2.5,12,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
172,Amr LMI,BRA,Brazil,"Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,"1 station, NA",measured data,13,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
173,Amr LMI,BRA,Brazil,"Cantagalo - Euclidelândia, REGIÃO SUL",20,2014,"1 station, NA",measured data,9,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
174,Amr LMI,BRA,Brazil,"Catanduva, INTERIOR DO ESTADO",41,2014,"1 station, NA",measured data,19,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
175,Amr LMI,BRA,Brazil,"Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,"1 station, NA",measured data,13,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
176,Amr LMI,BRA,Brazil,Colombo,39,2012,"1 station, commercial and industrial",measured data,18,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
177,Amr LMI,BRA,Brazil,"Cordeirópolis – Módolo, INTERIOR DO ESTADO",38,2014,"1 station, NA",measured data,17,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
178,Amr LMI,BRA,Brazil,"Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA",69,2014,"3 stations, NA",measured data,31,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
179,Amr LMI,BRA,Brazil,Curitiba,24,2012,"3 stations, residential (Bairro), commercial, industrial",measured data,11,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
180,Amr LMI,BRA,Brazil,"Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE",16,2014,"1 station, NA",measured data,7,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
181,Amr LMI,BRA,Brazil,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO",46,2014,"2 stations, NA",measured data,18,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
182,Amr LMI,BRA,Brazil,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO",31,2014,"2 stations, NA",measured data,14,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
183,Amr LMI,BRA,Brazil,"Jaboticabal, INTERIOR DO ESTADO",38,2014,"1 station, NA",measured data,17,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
184,Amr LMI,BRA,Brazil,"Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE",25,2014,"1 station, NA",measured data,11,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
185,Amr LMI,BRA,Brazil,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO",33,2014,"1 station, NA",measured data,15,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
186,Amr LMI,BRA,Brazil,"Jaú, INTERIOR DO ESTADO",25,2014,"1 station, NA",measured data,11,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
187,Amr LMI,BRA,Brazil,"Jundiaí, INTERIOR DO ESTADO",30,2014,"1 station, NA",measured data,14,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
188,Amr LMI,BRA,Brazil,"Limeira – Boa Vista, INTERIOR DO ESTADO",41,2014,"1 station, NA",measured data,19,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
189,Amr LMI,BRA,Brazil,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR",12,2014,"1 station, NA",measured data,5,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
190,Amr LMI,BRA,Brazil,"Malembá, REGIÃO METROPOLITANA DE SALVADOR",18,2014,"1 station, NA",measured data,8,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
191,Amr LMI,BRA,Brazil,"Marília, INTERIOR DO ESTADO",22,2014,"1 station, NA",measured data,10,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
192,Amr LMI,BRA,Brazil,"Paulínia, REGIÃO METROPOLITANA DE CAMPINAS",40,2014,"2 stations, NA",measured data,18,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
193,Amr LMI,BRA,Brazil,"Piracicaba, INTERIOR DO ESTADO",38,2014,"1 station, NA",measured data,15,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
194,Amr LMI,BRA,Brazil,"Porto Real, REGIÃO DO MÉDIO PARAÍBA",17,2014,"1 station, NA",measured data,8,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
195,Amr LMI,BRA,Brazil,"Presidente Prudente, INTERIOR DO ESTADO",21,2014,"1 station, NA",measured data,10,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
196,Amr LMI,BRA,Brazil,"Quatis, REGIÃO DO MÉDIO PARAÍBA",27,2014,"1 station, NA",measured data,12,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
197,Amr LMI,BRA,Brazil,REGIÃO METROPOLITANA DE SÃO PAULO,35,2014,"24 stations, NA",measured data,19,2014,"8 stations, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
198,Amr LMI,BRA,Brazil,REGIÃO METROPOLITANA DO RIO DE JANEIRO,49,2014,"26 stations, NA",measured data,16,2014,"17 stations, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
199,Amr LMI,BRA,Brazil,"Resende, REGIÃO DO MÉDIO PARAÍBA",29,2014,"1 station, NA",measured data,13,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
200,Amr LMI,BRA,Brazil,"Rio Claro, INTERIOR DO ESTADO",56,2014,"1 station, NA",measured data,26,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
201,Amr LMI,BRA,Brazil,"Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO",95,2014,"1 station, NA",measured data,44,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
202,Amr LMI,BRA,Brazil,"Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA",39,2014,"2 stations, NA",measured data,18,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
203,Amr LMI,BRA,Brazil,"São José do Rio Preto, INTERIOR DO ESTADO",39,2014,"1 station, NA",measured data,16,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
204,Amr LMI,BRA,Brazil,"São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE",30,2014,"1 station, NA",measured data,14,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
205,Amr LMI,BRA,Brazil,"Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO",31,2014,"1 station, NA",measured data,15,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
206,Amr LMI,BRA,Brazil,"Sorocaba, REGIÃO METROPOLITANA DE SOROCABA",39,2014,"1 station, NA",measured data,18,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
207,Amr LMI,BRA,Brazil,"Tatuí, REGIÃO METROPOLITANA DE SOROCABA",24,2014,"1 station, NA",measured data,11,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
208,Amr LMI,BRA,Brazil,"Volta Redonda, REGIÃO DO MÉDIO PARAÍBA",33,2014,"8 stations, background, suburban",measured data,14,2014,"1 station, background, suburban",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
209,Eur LMI,BGR,Bulgaria,BLAGOEVGRAD,39,2013,"1 station, industrial, suburban",measured data,28,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
